id,text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Dic,i,we,you,number,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,Social,socbehav,prosocial,polite,conflict,moral,comm,time,focuspast,focuspresent,focusfuture
11,People want the new 2025 redesign. I'm trying to get the leftover model.,1,13,96.67,40.06,1,99,6.5,46.15,7.69,0,0,7.69,7.69,0,7.69,0,30.77,0,15.38,0,0,15.38,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,7.69,0
12,That's not true; older gens went up in value. Look at the market.,1,13,96.67,1,99,1,6.5,38.46,0,0,0,0,0,0,0,0,30.77,0,15.38,0,0,0,0,0,7.69,0,15.38,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,7.69,0
13,"Either way, I'm hoping to get a little deal. I can get MSRP anywhere.",1,14,18.12,1,72.58,98.65,7,42.86,14.29,0,0,0,0,0,0,0,35.71,0,28.57,0,0,14.29,14.29,0,7.14,0,7.14,7.14,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14
14,Have you seen any sell under MSRP?,1,7,56.86,99,24.32,,7,42.86,0,0,14.29,0,0,0,0,0,14.29,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,14.29,0,0
15,"Yes, a dealer is discussing $1,500 off.",1,7,99,,,,7,57.14,0,0,0,14.29,0,0,0,0,28.57,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,14.29,0
16,Then you should buy that one.,1,6,1,99,1,,6,66.67,0,0,16.67,16.67,0,0,0,0,16.67,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0
17,"So you want to lose local business? I'm not asking for crazy discounts. If your manager did $750 off to keep it local, we'd have a deal.",1,27,16.08,92.24,27.44,20.23,9,51.85,3.7,3.7,7.41,3.7,11.11,3.7,3.7,3.7,22.22,0,11.11,0,0,3.7,3.7,0,7.41,0,11.11,3.7,3.7,3.7,0,0,0,0,0,18.52,3.7,0,0,0,0,3.7,0,3.7,3.7,0
18,Who offered you that? Which dealership?,1,6,1,99,39.59,99,3,66.67,0,0,16.67,0,0,0,0,0,33.33,0,16.67,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,0,0,0,50,16.67,16.67,0,0,0,0,0,16.67,0,0
19,Toyota ____.,1,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Why didn't you buy it?,1,5,1,40.06,63.35,,5,60,0,0,20,0,0,0,0,0,40,0,40,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0
21,Because I just talked to them and then you called.,1,10,1,99,63.35,,10,70,10,0,10,0,0,0,0,0,30,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,20,10,20,0,0
22,I can sell you ours at MSRP with accessories. It'll be an MSRP deal.,1,14,18.12,99,1,,7,35.71,7.14,7.14,7.14,0,7.14,7.14,0,0,14.29,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,7.14,7.14
23,Hard to justify when I could drive to California and save $750.,1,12,26.1,6.61,89.39,,12,41.67,8.33,0,0,8.33,0,0,0,0,25,0,16.67,8.33,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0
24,Not if you're not giving me the car at $750 under MSRP.,1,12,26.1,1,99,,12,50,8.33,0,8.33,8.33,0,0,0,0,33.33,0,25,0,0,0,8.33,0,25,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,8.33,0
25,Do you have their offer in writing or verbal?,1,9,1.78,99,77.17,,9,66.67,0,0,11.11,0,0,0,0,0,11.11,0,11.11,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,55.56,33.33,0,0,0,0,22.22,0,0,0,0
26,He was about to give me numbers. He's calling me now but I'll stay with you.,1,16,1,40.06,89.39,,8,75,18.75,0,6.25,0,0,0,0,0,37.5,0,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,25,6.25,0,0,0,0,0,6.25,6.25,18.75,18.75
27,You can take that call if it's a better deal.,1,10,1,89.5,1,99,10,60,0,0,10,0,10,0,10,0,30,0,20,0,0,10,10,0,10,0,10,10,0,0,0,0,0,0,0,20,10,0,0,0,0,10,0,0,20,0
28,Are you a sales manager?,1,5,39.7,99,,,5,60,0,0,20,0,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,0
29,No.,1,1,1,1,,,1,100,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Okay.,1,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,I could be though.,1,4,1,1,89.39,,4,75,25,0,0,0,0,0,0,0,50,0,50,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,I used to work at a dealership. Any sales manager would want to see a $750-off offer to decide whether to keep the deal local.,1,25,99,19.67,3.34,81.12,12.5,48,4,0,0,4,8,0,4,4,24,0,24,4,4,8,4,0,4,0,4,4,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,4,0,0
33,I don't think he would.,1,5,1,1,1,,5,100,20,0,0,0,0,0,0,0,60,0,40,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0
34,Then let's talk to him.,1,5,1,99,1,,5,80,0,20,0,0,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,0,0,0,20,20,0,20,0
35,We could — and I could show him your TikTok page.,1,10,1,99,1,,10,60,10,10,10,0,10,10,0,0,20,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
36,So that's why you called — because of TikTok. Fine. Let's talk to your sales manager.,1,15,1,99,,97.84,5,66.67,0,6.67,13.33,0,13.33,6.67,0,6.67,33.33,0,13.33,0,13.33,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,40,13.33,0,0,0,0,13.33,0,6.67,13.33,0
37,Aren't you buying cars for clients?,1,6,10.19,98.75,39.59,,6,50,0,0,16.67,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,16.67,0
38,Yes.,1,1,,,,,1,100,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"If you get $750 off, why would they pay you $1,000?",1,11,1.5,99,1,,11,72.73,0,0,18.18,18.18,0,0,0,0,27.27,0,27.27,0,9.09,9.09,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,27.27,0,0,0,0,0,0,0,0,0,0
40,This will be on TikTok. Your attitude is why people hate dealerships. Another manager worked with me and now has sales from the exposure.,1,24,16.96,84.23,15.38,1,8,50,4.17,0,4.17,0,8.33,0,4.17,4.17,29.17,0,8.33,0,4.17,0,0,0,4.17,0,4.17,0,4.17,4.17,0,4.17,0,4.17,0,12.5,0,0,0,0,0,0,4.17,4.17,12.5,4.17
41,Narrator aside explaining TikTok context and negotiation philosophy.,1,8,62.1,,15.38,,8,25,0,0,0,0,12.5,0,0,12.5,12.5,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,12.5,0,0,0,0
42,We know the car business better than TikTok.,1,8,89.52,94.84,89.39,99,8,50,0,12.5,0,0,25,12.5,12.5,0,25,0,25,12.5,0,0,0,0,12.5,0,12.5,12.5,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0
43,Of course you do.,1,4,26.1,99,,,4,75,0,0,25,0,0,0,0,0,50,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
44,"Camrys can be invoice because there are 4,000 dealerships. The 4Runner is different.",1,13,4.85,7.93,2.93,,6.5,53.85,0,0,0,15.38,0,0,0,0,38.46,0,23.08,0,7.69,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0
45,Can I talk to the sales manager? I don't need to talk to you.,1,14,56.86,40.06,1,,7,64.29,14.29,0,7.14,0,7.14,0,0,7.14,21.43,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,0,0,14.29,0,0,14.29,0
46,Okay. Good luck with your TikTok following.,1,7,89.52,99,,99,3.5,42.86,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,28.57,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0
47,You'll get millions of views.,1,5,39.7,99,,,5,40,0,0,20,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20
48,Try to tell people you know cars better than car people. Good luck.,1,13,89.52,99,2.93,99,6.5,76.92,0,0,7.69,0,15.38,0,15.38,0,23.08,0,23.08,7.69,0,7.69,0,0,7.69,0,23.08,23.08,0,7.69,7.69,0,0,0,0,30.77,7.69,0,0,0,0,7.69,0,0,0,0
49,I'm just trying to get people good deals.,1,8,26.1,40.06,1,99,8,50,12.5,0,0,0,12.5,0,12.5,0,25,0,12.5,0,0,12.5,0,0,0,0,12.5,12.5,0,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0
50,He hung up.,1,3,89.52,99,99,,3,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,33.33,0,0
51,He hung up. I'm going to keep talking for a second...,1,11,97.37,40.06,50.45,99,5.5,72.73,9.09,0,0,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,18.18,9.09,0,0,0,0,9.09,0,9.09,9.09,18.18
